geography,stateabbrev,state,id2,clinton,total,trump,trump_percent
"State House District 119 (2014), Missouri","MO",29,"29-119",3779,15868,11415,.7193723
"State House District 121 (2014), Missouri","MO",29,"29-121",3485,14084,9773,.693908
"State House District 122 (2014), Missouri","MO",29,"29-122",2030,7965,5481,.6881356
"State House District 123 (2014), Missouri","MO",29,"29-123",3203,18179,14313,.7873371
"State House District 125 (2014), Missouri","MO",29,"29-125",3605,17374,13119,.7550938
"State House District 126 (2014), Missouri","MO",29,"29-126",3181,15854,11964,.754636
"State House District 127 (2014), Missouri","MO",29,"29-127",2482,17561,14495,.8254086
"State House District 128 (2014), Missouri","MO",29,"29-128",3132,16533,12632,.7640477
"State House District 131 (2014), Missouri","MO",29,"29-131",4639,15410,9787,.6351071
"State House District 132 (2014), Missouri","MO",29,"29-132",4975,10478,4587,.4377744
"State House District 133 (2014), Missouri","MO",29,"29-133",5544,18420,11769,.6389251
"State House District 134 (2014), Missouri","MO",29,"29-134",6606,17127,9326,.5445203
"State House District 135 (2014), Missouri","MO",29,"29-135",7201,16470,8018,.4868245
"State House District 136 (2014), Missouri","MO",29,"29-136",7218,21341,13031,.6106087
"State House District 137 (2014), Missouri","MO",29,"29-137",4739,21095,15435,.73169
"State House District 138 (2014), Missouri","MO",29,"29-138",3395,19267,15263,.7921835
"State House District 139 (2014), Missouri","MO",29,"29-139",4390,20033,14676,.7325912
"State House District 141 (2014), Missouri","MO",29,"29-141",2224,14524,11829,.8144451
"State House District 143 (2014), Missouri","MO",29,"29-143",2667,15714,12542,.7981418
"State House District 145 (2014), Missouri","MO",29,"29-145",2691,16827,13585,.8073335
"State House District 146 (2014), Missouri","MO",29,"29-146",3509,21685,17432,.8038737
"State House District 149 (2014), Missouri","MO",29,"29-149",4162,13487,9038,.6701268
"State House District 150 (2014), Missouri","MO",29,"29-150",2769,11586,8629,.7447782
"State House District 151 (2014), Missouri","MO",29,"29-151",2280,16116,13412,.8322164
"State House District 152 (2014), Missouri","MO",29,"29-152",2843,13786,10492,.761062
"State House District 155 (2014), Missouri","MO",29,"29-155",2764,17264,13973,.8093721
"State House District 156 (2014), Missouri","MO",29,"29-156",3205,16693,12904,.7730187
"State House District 158 (2014), Missouri","MO",29,"29-158",2819,15268,11959,.7832722
"State House District 159 (2014), Missouri","MO",29,"29-159",2155,14161,11525,.8138549
"State House District 160 (2014), Missouri","MO",29,"29-160",3158,16783,12999,.7745337
"State House District 161 (2014), Missouri","MO",29,"29-161",3900,14183,9432,.6650215
"State House District 162 (2014), Missouri","MO",29,"29-162",3834,15742,11012,.6995299
"State House District 163 (2014), Missouri","MO",29,"29-163",2919,15046,11390,.7570118
"State House District 1 (2014), North Carolina","NC",37,"37-001",13254,41122,26671,.6485823
"State House District 2 (2014), North Carolina","NC",37,"37-002",16237,38683,21546,.5569888
"State House District 3 (2014), North Carolina","NC",37,"37-003",13730,37079,22511,.6071091
"State House District 4 (2014), North Carolina","NC",37,"37-004",10840,33037,21581,.6532373
"State House District 6 (2014), North Carolina","NC",37,"37-006",16425,43520,26020,.597886
"State House District 7 (2014), North Carolina","NC",37,"37-007",20948,35109,13584,.3869093
"State House District 8 (2014), North Carolina","NC",37,"37-008",19078,43114,23069,.5350698
"State House District 9 (2014), North Carolina","NC",37,"37-009",17939,40723,21506,.5281045
"State House District 10 (2014), North Carolina","NC",37,"37-010",12131,38671,25749,.6658478
"State House District 11 (2014), North Carolina","NC",37,"37-011",27377,41854,12495,.2985378
"State House District 12 (2014), North Carolina","NC",37,"37-012",17323,32297,14398,.4457999
"State House District 13 (2014), North Carolina","NC",37,"37-013",12004,42519,29543,.6948188
"State House District 14 (2014), North Carolina","NC",37,"37-014",9449,26802,16403,.6120065
"State House District 15 (2014), North Carolina","NC",37,"37-015",5831,20152,13621,.675913
"State House District 16 (2014), North Carolina","NC",37,"37-016",11586,37285,24740,.6635376
"State House District 17 (2014), North Carolina","NC",37,"37-017",16837,51614,33548,.6499787
"State House District 18 (2014), North Carolina","NC",37,"37-018",21202,37763,15313,.4055027
"State House District 19 (2014), North Carolina","NC",37,"37-019",17836,43306,24012,.5544728
"State House District 20 (2014), North Carolina","NC",37,"37-020",18386,45308,25192,.5560166
"State House District 21 (2014), North Carolina","NC",37,"37-021",19642,31336,11277,.3598736
"State House District 23 (2014), North Carolina","NC",37,"37-023",22070,36677,14158,.3860185
"State House District 24 (2014), North Carolina","NC",37,"37-024",24469,33703,8647,.2565647
"State House District 25 (2014), North Carolina","NC",37,"37-025",15161,42214,26103,.6183494
"State House District 26 (2014), North Carolina","NC",37,"37-026",17288,45783,27044,.5906996
"State House District 28 (2014), North Carolina","NC",37,"37-028",10913,38244,26449,.6915856
"State House District 29 (2014), North Carolina","NC",37,"37-029",38426,43608,4201,.0963355
"State House District 30 (2014), North Carolina","NC",37,"37-030",40095,51867,10169,.1960592
"State House District 31 (2014), North Carolina","NC",37,"37-031",32434,38728,5487,.1416804
"State House District 32 (2014), North Carolina","NC",37,"37-032",23147,37478,13776,.3675756
"State House District 33 (2014), North Carolina","NC",37,"37-033",30646,37791,6024,.159403
"State House District 34 (2014), North Carolina","NC",37,"37-034",32272,47965,13814,.2880017
"State House District 35 (2014), North Carolina","NC",37,"37-035",22993,48400,23794,.4916116
"State House District 36 (2014), North Carolina","NC",37,"37-036",26178,52163,23922,.4586009
"State House District 37 (2014), North Carolina","NC",37,"37-037",24035,53915,27543,.5108597
"State House District 38 (2014), North Carolina","NC",37,"37-038",29158,37159,7065,.1901289
"State House District 39 (2014), North Carolina","NC",37,"37-039",26109,45135,17536,.3885233
"State House District 40 (2014), North Carolina","NC",37,"37-040",25259,48210,21021,.4360299
"State House District 42 (2014), North Carolina","NC",37,"37-042",21123,29397,7544,.2566248
"State House District 43 (2014), North Carolina","NC",37,"37-043",22139,34169,11197,.3276947
"State House District 44 (2014), North Carolina","NC",37,"37-044",15976,31343,14407,.4596561
"State House District 45 (2014), North Carolina","NC",37,"37-045",12368,31334,18117,.5781898
"State House District 46 (2014), North Carolina","NC",37,"37-046",12032,33845,21334,.6303442
"State House District 47 (2014), North Carolina","NC",37,"37-047",9962,21943,11493,.5237661
"State House District 48 (2014), North Carolina","NC",37,"37-048",18408,30637,11668,.3808467
"State House District 49 (2014), North Carolina","NC",37,"37-049",30177,55860,23566,.4218761
"State House District 50 (2014), North Carolina","NC",37,"37-050",28604,49042,18967,.3867501
"State House District 51 (2014), North Carolina","NC",37,"37-051",12062,32725,19701,.6020168
"State House District 52 (2014), North Carolina","NC",37,"37-052",14902,42657,26513,.6215392
"State House District 53 (2014), North Carolina","NC",37,"37-053",12394,32757,19527,.5961168
"State House District 55 (2014), North Carolina","NC",37,"37-055",11996,35625,22845,.6412632
"State House District 56 (2014), North Carolina","NC",37,"37-056",41613,51237,8083,.1577571
"State House District 57 (2014), North Carolina","NC",37,"37-057",28652,38777,9295,.239704
"State House District 58 (2014), North Carolina","NC",37,"37-058",32881,41945,8056,.192061
"State House District 59 (2014), North Carolina","NC",37,"37-059",21427,49712,26853,.5401714
"State House District 60 (2014), North Carolina","NC",37,"37-060",24854,32004,6484,.2025997
"State House District 61 (2014), North Carolina","NC",37,"37-061",19308,44094,23501,.532975
"State House District 62 (2014), North Carolina","NC",37,"37-062",22128,47531,23873,.5022617
"State House District 63 (2014), North Carolina","NC",37,"37-063",16199,36892,19731,.5348314
"State House District 64 (2014), North Carolina","NC",37,"37-064",13634,33551,19084,.5688057
"State House District 65 (2014), North Carolina","NC",37,"37-065",12713,37199,23770,.6389956
"State House District 66 (2014), North Carolina","NC",37,"37-066",15107,33674,17764,.5275286
"State House District 67 (2014), North Carolina","NC",37,"37-067",10020,39045,28183,.7218082
"State House District 68 (2014), North Carolina","NC",37,"37-068",15580,42473,25371,.5973442
"State House District 69 (2014), North Carolina","NC",37,"37-069",12619,36767,22997,.6254793
"State House District 70 (2014), North Carolina","NC",37,"37-070",7544,33568,25245,.7520555
"State House District 71 (2014), North Carolina","NC",37,"37-071",22497,31089,7741,.2489948
"State House District 72 (2014), North Carolina","NC",37,"37-072",25859,35670,8903,.2495935
"State House District 73 (2014), North Carolina","NC",37,"37-073",7030,36510,28627,.7840865
"State House District 74 (2014), North Carolina","NC",37,"37-074",17687,44149,25034,.5670344
"State House District 75 (2014), North Carolina","NC",37,"37-075",19551,44160,23152,.5242754
"State House District 76 (2014), North Carolina","NC",37,"37-076",9985,37696,26878,.71302
"State House District 77 (2014), North Carolina","NC",37,"37-077",11792,36821,24126,.6552239
"State House District 78 (2014), North Carolina","NC",37,"37-078",7076,35974,28161,.7828153
"State House District 79 (2014), North Carolina","NC",37,"37-079",14127,42254,26763,.6333838
"State House District 80 (2014), North Carolina","NC",37,"37-080",8623,37574,28033,.7460744
"State House District 81 (2014), North Carolina","NC",37,"37-081",9486,36711,26284,.7159707
"State House District 82 (2014), North Carolina","NC",37,"37-082",18886,43839,23458,.5350943
"State House District 83 (2014), North Carolina","NC",37,"37-083",14259,37497,22166,.5911406
"State House District 84 (2014), North Carolina","NC",37,"37-084",11302,38008,25864,.6804883
"State House District 85 (2014), North Carolina","NC",37,"37-085",7952,35800,27148,.758324
"State House District 86 (2014), North Carolina","NC",37,"37-086",10412,34356,23049,.6708872
"State House District 87 (2014), North Carolina","NC",37,"37-087",8425,35895,26621,.7416353
"State House District 88 (2014), North Carolina","NC",37,"37-088",24177,44118,17898,.4056848
"State House District 89 (2014), North Carolina","NC",37,"37-089",9401,35937,25632,.7132482
"State House District 90 (2014), North Carolina","NC",37,"37-090",7686,33207,24761,.745656
"State House District 91 (2014), North Carolina","NC",37,"37-091",10972,38114,26202,.6874639
"State House District 92 (2014), North Carolina","NC",37,"37-092",24399,44025,17948,.4076774
"State House District 93 (2014), North Carolina","NC",37,"37-093",17638,42415,23109,.5448309
"State House District 95 (2014), North Carolina","NC",37,"37-095",13432,43665,28890,.6616283
"State House District 96 (2014), North Carolina","NC",37,"37-096",11815,35576,22692,.6378458
"State House District 97 (2014), North Carolina","NC",37,"37-097",9897,39674,28806,.7260674
"State House District 98 (2014), North Carolina","NC",37,"37-098",22585,47674,23284,.4884004
"State House District 99 (2014), North Carolina","NC",37,"37-099",26304,32486,5465,.1682263
"State House District 100 (2014), North Carolina","NC",37,"37-100",23367,31597,7100,.2247049
"State House District 101 (2014), North Carolina","NC",37,"37-101",27880,37116,8314,.2240004
"State House District 102 (2014), North Carolina","NC",37,"37-102",25893,32349,5428,.167795
"State House District 103 (2014), North Carolina","NC",37,"37-103",18983,39782,19512,.4904731
"State House District 104 (2014), North Carolina","NC",37,"37-104",24027,45952,20101,.4374347
"State House District 105 (2014), North Carolina","NC",37,"37-105",20603,41323,19303,.4671248
"State House District 107 (2014), North Carolina","NC",37,"37-107",30492,38698,7182,.185591
"State House District 108 (2014), North Carolina","NC",37,"37-108",11949,35098,22196,.6324007
"State House District 109 (2014), North Carolina","NC",37,"37-109",13862,36740,21851,.5947469
"State House District 110 (2014), North Carolina","NC",37,"37-110",10261,34093,23139,.6787024
"State House District 111 (2014), North Carolina","NC",37,"37-111",10069,33782,23090,.6835001
"State House District 112 (2014), North Carolina","NC",37,"37-112",8351,34128,25060,.7342944
"State House District 113 (2014), North Carolina","NC",37,"37-113",15495,44493,27846,.6258513
"State House District 114 (2014), North Carolina","NC",37,"37-114",34989,47324,10916,.2306652
"State House District 116 (2014), North Carolina","NC",37,"37-116",18762,42243,22070,.5224534
"State House District 117 (2014), North Carolina","NC",37,"37-117",14625,41111,25251,.6142152
"State House District 118 (2014), North Carolina","NC",37,"37-118",13002,39981,25827,.6459818
"State House District 119 (2014), North Carolina","NC",37,"37-119",14498,35534,19704,.5545112
"State House District 120 (2014), North Carolina","NC",37,"37-120",9871,41592,30691,.7379063
"State House District Belknap County No. 1 (2014), New Hampshire","NH",33,"33-001",868,2073,1094,.5277376
"State House District Belknap County No. 2 (2014), New Hampshire","NH",33,"33-002",3682,8727,4664,.5344334
"State House District Belknap County No. 7 (2014), New Hampshire","NH",33,"33-007",924,2589,1520,.5870993
"State House District Carroll County No. 3 (2014), New Hampshire","NH",33,"33-103",2080,4409,2073,.4701746
"State House District Cheshire County No. 1 (2014), New Hampshire","NH",33,"33-201",3807,6960,2809,.403592
"State House District Cheshire County No. 3 (2014), New Hampshire","NH",33,"33-203",1002,2034,919,.4518191
"State House District Cheshire County No. 4 (2014), New Hampshire","NH",33,"33-204",1462,2248,640,.2846975
"State House District Coos County No. 1 (2014), New Hampshire","NH",33,"33-301",952,2864,1774,.6194134
"State House District Coos County No. 2 (2014), New Hampshire","NH",33,"33-302",848,2199,1238,.5629832
"State House District Coos County No. 4 (2014), New Hampshire","NH",33,"33-304",849,2078,1121,.539461
"State House District Coos County No. 6 (2014), New Hampshire","NH",33,"33-306",899,1788,809,.4524609
"State House District Grafton County No. 1 (2014), New Hampshire","NH",33,"33-401",2037,4274,2009,.4700515
"State House District Grafton County No. 3 (2014), New Hampshire","NH",33,"33-403",1282,2723,1281,.470437
"State House District Grafton County No. 4 (2014), New Hampshire","NH",33,"33-404",785,2102,1186,.5642245
"State House District Grafton County No. 7 (2014), New Hampshire","NH",33,"33-407",890,1871,870,.464992
"State House District Grafton County No. 9 (2014), New Hampshire","NH",33,"33-409",2007,5073,2786,.5491819
"State House District Grafton County No. 13 (2014), New Hampshire","NH",33,"33-413",4898,7092,1841,.2595883
"State House District Hillsborough County No. 2 (2014), New Hampshire","NH",33,"33-502",2117,6077,3543,.5830179
"State House District Hillsborough County No. 4 (2014), New Hampshire","NH",33,"33-504",2348,5193,2501,.4816099
"State House District Hillsborough County No. 5 (2014), New Hampshire","NH",33,"33-505",2138,4886,2478,.5071633
"State House District Hillsborough County No. 6 (2014), New Hampshire","NH",33,"33-506",4146,9631,5009,.5200914
"State House District Hillsborough County No. 7 (2014), New Hampshire","NH",33,"33-507",5851,13267,6816,.5137559
"State House District Hillsborough County No. 8 (2014), New Hampshire","NH",33,"33-508",2988,5477,2231,.4073398
"State House District Hillsborough County No. 9 (2014), New Hampshire","NH",33,"33-509",2461,4696,1976,.4207836
"State House District Hillsborough County No. 10 (2014), New Hampshire","NH",33,"33-510",1834,2984,983,.3294236
"State House District Hillsborough County No. 11 (2014), New Hampshire","NH",33,"33-511",1875,3465,1372,.3959596
"State House District Hillsborough County No. 12 (2014), New Hampshire","NH",33,"33-512",1571,2833,1078,.3805154
"State House District Hillsborough County No. 13 (2014), New Hampshire","NH",33,"33-513",2220,4946,2493,.5040437
"State House District Hillsborough County No. 14 (2014), New Hampshire","NH",33,"33-514",1962,3856,1700,.4408714
"State House District Hillsborough County No. 16 (2014), New Hampshire","NH",33,"33-516",2052,4208,1956,.4648289
"State House District Hillsborough County No. 17 (2014), New Hampshire","NH",33,"33-517",1990,4051,1844,.4551963
"State House District Hillsborough County No. 18 (2014), New Hampshire","NH",33,"33-518",1695,3284,1378,.4196102
"State House District Hillsborough County No. 19 (2014), New Hampshire","NH",33,"33-519",2149,4286,1910,.445637
"State House District Hillsborough County No. 20 (2014), New Hampshire","NH",33,"33-520",1923,4910,2720,.5539715
"State House District Hillsborough County No. 23 (2014), New Hampshire","NH",33,"33-523",3816,8142,3850,.4728568
"State House District Hillsborough County No. 24 (2014), New Hampshire","NH",33,"33-524",2487,3892,1179,.3029291
"State House District Hillsborough County No. 27 (2014), New Hampshire","NH",33,"33-527",2529,5138,2310,.4495913
"State House District Hillsborough County No. 28 (2014), New Hampshire","NH",33,"33-528",2946,5718,2487,.4349423
"State House District Hillsborough County No. 30 (2014), New Hampshire","NH",33,"33-530",2482,4496,1769,.3934608
"State House District Hillsborough County No. 31 (2014), New Hampshire","NH",33,"33-531",2077,3363,1117,.3321439
"State House District Hillsborough County No. 33 (2014), New Hampshire","NH",33,"33-533",2307,4202,1701,.4048072
"State House District Hillsborough County No. 37 (2014), New Hampshire","NH",33,"33-537",8025,20836,11844,.5684392
"State House District Merrimack County No. 4 (2014), New Hampshire","NH",33,"33-604",1106,2117,902,.4260746
"State House District Merrimack County No. 6 (2014), New Hampshire","NH",33,"33-606",1871,3646,1545,.4237521
"State House District Merrimack County No. 9 (2014), New Hampshire","NH",33,"33-609",1951,4812,2621,.5446799
"State House District Merrimack County No. 12 (2014), New Hampshire","NH",33,"33-612",1084,2097,897,.4277539
"State House District Merrimack County No. 15 (2014), New Hampshire","NH",33,"33-615",1137,1895,624,.3292876
"State House District Merrimack County No. 17 (2014), New Hampshire","NH",33,"33-617",1069,2046,888,.4340176
"State House District Merrimack County No. 18 (2014), New Hampshire","NH",33,"33-618",1136,1933,721,.3729953
"State House District Merrimack County No. 19 (2014), New Hampshire","NH",33,"33-619",1571,2820,1120,.3971631
"State House District Merrimack County No. 21 (2014), New Hampshire","NH",33,"33-621",1610,4550,2671,.587033
"State House District Merrimack County No. 22 (2014), New Hampshire","NH",33,"33-622",874,2191,1203,.5490643
"State House District Merrimack County No. 23 (2014), New Hampshire","NH",33,"33-623",3251,6724,3145,.4677275
"State House District Merrimack County No. 24 (2014), New Hampshire","NH",33,"33-624",3436,8010,4225,.5274656
"State House District Rockingham County No. 1 (2014), New Hampshire","NH",33,"33-701",1056,2581,1385,.5366137
"State House District Rockingham County No. 3 (2014), New Hampshire","NH",33,"33-703",1921,5348,3151,.5891922
"State House District Rockingham County No. 4 (2014), New Hampshire","NH",33,"33-704",3606,10023,5902,.5888457
"State House District Rockingham County No. 5 (2014), New Hampshire","NH",33,"33-705",5968,14049,7338,.5223147
"State House District Rockingham County No. 6 (2014), New Hampshire","NH",33,"33-706",6825,16913,9237,.5461479
"State House District Rockingham County No. 7 (2014), New Hampshire","NH",33,"33-707",3507,8760,4825,.5507991
"State House District Rockingham County No. 8 (2014), New Hampshire","NH",33,"33-708",6068,15986,9312,.5825097
"State House District Rockingham County No. 11 (2014), New Hampshire","NH",33,"33-711",1145,2555,1267,.4958904
"State House District Rockingham County No. 12 (2014), New Hampshire","NH",33,"33-712",860,2565,1580,.6159844
"State House District Rockingham County No. 14 (2014), New Hampshire","NH",33,"33-714",3343,8859,5126,.5786206
"State House District Rockingham County No. 20 (2014), New Hampshire","NH",33,"33-720",2267,6060,3565,.5882838
"State House District Rockingham County No. 23 (2014), New Hampshire","NH",33,"33-723",1667,3177,1366,.4299654
"State House District Rockingham County No. 27 (2014), New Hampshire","NH",33,"33-727",1528,2405,779,.3239085
"State House District Strafford County No. 1 (2014), New Hampshire","NH",33,"33-801",1136,3223,1941,.6022339
"State House District Strafford County No. 3 (2014), New Hampshire","NH",33,"33-803",1696,4178,2277,.5449976
"State House District Strafford County No. 5 (2014), New Hampshire","NH",33,"33-805",1630,2616,824,.3149847
"State House District Strafford County No. 6 (2014), New Hampshire","NH",33,"33-806",7133,10661,2872,.2693931
"State House District Strafford County No. 8 (2014), New Hampshire","NH",33,"33-808",947,2091,1009,.4825442
"State House District Strafford County No. 9 (2014), New Hampshire","NH",33,"33-809",1150,2738,1425,.5204529
"State House District Strafford County No. 10 (2014), New Hampshire","NH",33,"33-810",1017,2546,1370,.538099
"State House District Strafford County No. 11 (2014), New Hampshire","NH",33,"33-811",1048,2371,1190,.5018979
"State House District Strafford County No. 12 (2014), New Hampshire","NH",33,"33-812",1034,2554,1388,.5434613
"State House District Strafford County No. 13 (2014), New Hampshire","NH",33,"33-813",1863,2789,733,.2628182
"State House District Strafford County No. 14 (2014), New Hampshire","NH",33,"33-814",1903,2947,856,.2904649
"State House District Strafford County No. 16 (2014), New Hampshire","NH",33,"33-816",1763,3092,1152,.3725744
"State House District Strafford County No. 17 (2014), New Hampshire","NH",33,"33-817",3152,5952,2464,.4139785
"State House District Strafford County No. 18 (2014), New Hampshire","NH",33,"33-818",2889,5833,2612,.447797
"State House District Sullivan County No. 1 (2014), New Hampshire","NH",33,"33-901",3136,5353,1979,.3696992
"State House District Sullivan County No. 4 (2014), New Hampshire","NH",33,"33-904",974,2132,1039,.4873358
"State House District Sullivan County No. 5 (2014), New Hampshire","NH",33,"33-905",839,1843,926,.5024416
"State House District Sullivan County No. 7 (2014), New Hampshire","NH",33,"33-907",1084,2746,1525,.5553532
"State House District Sullivan County No. 8 (2014), New Hampshire","NH",33,"33-908",1041,2317,1159,.5002158
"General Assembly District 1 (2014), New Jersey","NJ",34,"34-001",42195,96078,50765,.5283728
"General Assembly District 2 (2014), New Jersey","NJ",34,"34-002",49158,90733,38775,.4273528
"General Assembly District 3 (2014), New Jersey","NJ",34,"34-003",44405,95828,47753,.4983199
"General Assembly District 4 (2014), New Jersey","NJ",34,"34-004",56175,102821,43395,.4220441
"General Assembly District 5 (2014), New Jersey","NJ",34,"34-005",56692,90174,30566,.3389669
"General Assembly District 6 (2014), New Jersey","NJ",34,"34-006",71416,110849,35581,.3209862
"General Assembly District 7 (2014), New Jersey","NJ",34,"34-007",68771,111629,39070,.3499987
"General Assembly District 8 (2014), New Jersey","NJ",34,"34-008",53367,108288,50832,.4694149
"General Assembly District 9 (2014), New Jersey","NJ",34,"34-009",40007,117223,73468,.6267371
"General Assembly District 10 (2014), New Jersey","NJ",34,"34-010",37446,113883,72987,.6408946
"General Assembly District 11 (2014), New Jersey","NJ",34,"34-011",52069,100644,45320,.4503001
"General Assembly District 12 (2014), New Jersey","NJ",34,"34-012",40963,103002,58720,.570086
"General Assembly District 13 (2014), New Jersey","NJ",34,"34-013",47733,114788,63204,.5506151
"General Assembly District 14 (2014), New Jersey","NJ",34,"34-014",57250,105738,44900,.4246345
"General Assembly District 15 (2014), New Jersey","NJ",34,"34-015",63157,86216,20210,.2344112
"General Assembly District 16 (2014), New Jersey","NJ",34,"34-016",59785,108363,44235,.4082113
"General Assembly District 17 (2014), New Jersey","NJ",34,"34-017",58508,82836,21679,.2617099
"General Assembly District 18 (2014), New Jersey","NJ",34,"34-018",53193,90731,34538,.3806637
"General Assembly District 19 (2014), New Jersey","NJ",34,"34-019",49708,83442,31398,.3762853
"General Assembly District 20 (2014), New Jersey","NJ",34,"34-020",58115,75135,15337,.2041259
"General Assembly District 21 (2014), New Jersey","NJ",34,"34-021",60077,113618,49298,.4338925
"General Assembly District 22 (2014), New Jersey","NJ",34,"34-022",57420,88899,28871,.3247618
"General Assembly District 23 (2014), New Jersey","NJ",34,"34-023",43596,104260,56054,.5376367
"General Assembly District 24 (2014), New Jersey","NJ",34,"34-024",35835,106009,65660,.6193814
"General Assembly District 25 (2014), New Jersey","NJ",34,"34-025",51945,107800,51723,.4798052
"General Assembly District 26 (2014), New Jersey","NJ",34,"34-026",48346,111540,59391,.5324637
"General Assembly District 27 (2014), New Jersey","NJ",34,"34-027",71664,114214,39276,.3438808
"General Assembly District 28 (2014), New Jersey","NJ",34,"34-028",69240,86483,15460,.1787634
"General Assembly District 29 (2014), New Jersey","NJ",34,"34-029",53421,63929,9307,.1455834
"General Assembly District 30 (2014), New Jersey","NJ",34,"34-030",31903,96124,61323,.6379572
"General Assembly District 31 (2014), New Jersey","NJ",34,"34-031",59123,76955,15889,.2064713
"General Assembly District 32 (2014), New Jersey","NJ",34,"34-032",49241,71152,20012,.281257
"General Assembly District 33 (2014), New Jersey","NJ",34,"34-033",60907,79188,15489,.1955978
"General Assembly District 34 (2014), New Jersey","NJ",34,"34-034",70485,88529,15960,.1802799
"General Assembly District 35 (2014), New Jersey","NJ",34,"34-035",56493,73699,15778,.214087
"General Assembly District 36 (2014), New Jersey","NJ",34,"34-036",46012,81170,32791,.4039793
"General Assembly District 37 (2014), New Jersey","NJ",34,"34-037",63260,90488,24932,.2755283
"General Assembly District 38 (2014), New Jersey","NJ",34,"34-038",55423,104217,45668,.4382011
"General Assembly District 39 (2014), New Jersey","NJ",34,"34-039",53221,114872,57874,.503813
"General Assembly District 40 (2014), New Jersey","NJ",34,"34-040",50552,112500,58442,.5194845
"State House District 1 (2014), New Mexico","NM",35,"35-001",2354,13051,9463,.7250785
"State House District 2 (2014), New Mexico","NM",35,"35-002",1910,8697,5840,.6714959
"State House District 6 (2014), New Mexico","NM",35,"35-006",5415,9234,2630,.284817
"State House District 8 (2014), New Mexico","NM",35,"35-008",4502,12002,5953,.4960007
"State House District 9 (2014), New Mexico","NM",35,"35-009",4873,7941,1915,.2411535
"State House District 10 (2014), New Mexico","NM",35,"35-010",4611,8099,2528,.3121373
"State House District 11 (2014), New Mexico","NM",35,"35-011",9216,13221,2441,.1846305
"State House District 12 (2014), New Mexico","NM",35,"35-012",4468,7270,2013,.2768913
"State House District 14 (2014), New Mexico","NM",35,"35-014",5387,8241,1914,.2322534
"State House District 15 (2014), New Mexico","NM",35,"35-015",6904,14256,5537,.3883979
"State House District 16 (2014), New Mexico","NM",35,"35-016",6666,12295,4065,.3306222
"State House District 17 (2014), New Mexico","NM",35,"35-017",7046,12152,3601,.2963298
"State House District 18 (2014), New Mexico","NM",35,"35-018",9369,12714,1734,.1363851
"State House District 19 (2014), New Mexico","NM",35,"35-019",7649,11294,2264,.2004604
"State House District 20 (2014), New Mexico","NM",35,"35-020",6036,13399,5511,.4112993
"State House District 21 (2014), New Mexico","NM",35,"35-021",3682,6823,2123,.3111534
"State House District 22 (2014), New Mexico","NM",35,"35-022",7127,17671,8235,.4660178
"State House District 23 (2014), New Mexico","NM",35,"35-023",7037,14703,5839,.3971298
"State House District 25 (2014), New Mexico","NM",35,"35-025",7820,13713,3951,.2881207
"State House District 26 (2014), New Mexico","NM",35,"35-026",4053,7353,2367,.3219094
"State House District 27 (2014), New Mexico","NM",35,"35-027",7153,16307,6952,.42632
"State House District 28 (2014), New Mexico","NM",35,"35-028",6751,15589,6590,.422734
"State House District 30 (2014), New Mexico","NM",35,"35-030",6475,13560,5019,.3701327
"State House District 31 (2014), New Mexico","NM",35,"35-031",7736,18516,8500,.4590624
"State House District 32 (2014), New Mexico","NM",35,"35-032",3958,9016,4268,.4733807
"State House District 33 (2014), New Mexico","NM",35,"35-033",5850,10524,3369,.3201254
"State House District 34 (2014), New Mexico","NM",35,"35-034",5045,7804,2223,.2848539
"State House District 36 (2014), New Mexico","NM",35,"35-036",4875,9878,3880,.3927921
"State House District 37 (2014), New Mexico","NM",35,"35-037",7171,14539,5770,.3968636
"State House District 38 (2014), New Mexico","NM",35,"35-038",5354,13427,6700,.4989946
"State House District 40 (2014), New Mexico","NM",35,"35-040",7285,12081,3502,.2898767
"State House District 42 (2014), New Mexico","NM",35,"35-042",9279,13313,2441,.1833546
"State House District 43 (2014), New Mexico","NM",35,"35-043",7543,14610,4660,.3189596
"State House District 44 (2014), New Mexico","NM",35,"35-044",6386,16430,7909,.4813755
"State House District 45 (2014), New Mexico","NM",35,"35-045",8901,12417,2371,.1909479
"State House District 46 (2014), New Mexico","NM",35,"35-046",10846,14876,2648,.1780048
"State House District 47 (2014), New Mexico","NM",35,"35-047",13745,18203,3086,.1695325
"State House District 48 (2014), New Mexico","NM",35,"35-048",10346,13601,2049,.1506507
"State House District 49 (2014), New Mexico","NM",35,"35-049",4512,11405,5478,.4803157
"State House District 50 (2014), New Mexico","NM",35,"35-050",7170,14535,5912,.4067423
"State House District 51 (2014), New Mexico","NM",35,"35-051",3030,10232,6152,.601251
"State House District 52 (2014), New Mexico","NM",35,"35-052",5028,8101,2413,.2978645
"State House District 53 (2014), New Mexico","NM",35,"35-053",2720,5621,2357,.4193204
"State House District 55 (2014), New Mexico","NM",35,"35-055",2849,11700,7946,.6791453
"State House District 56 (2014), New Mexico","NM",35,"35-056",3010,10304,6296,.6110249
"State House District 60 (2014), New Mexico","NM",35,"35-060",5230,13435,6361,.4734648
"State House District 61 (2014), New Mexico","NM",35,"35-061",1853,6187,3875,.6263132
"State House District 62 (2014), New Mexico","NM",35,"35-062",1746,9492,7074,.7452592
"State House District 63 (2014), New Mexico","NM",35,"35-063",2706,7372,3779,.5126153
