geography,stateabbrev,state,id2,clinton,total,trump,trump_percent
"State House District 20 (2014), Florida","FL",12,"12-020",43417,68508,22320,.3258014
"State House District 21 (2014), Florida","FL",12,"12-021",41861,87358,41819,.4787083
"State House District 22 (2014), Florida","FL",12,"12-022",29959,85372,53173,.6228389
"State House District 23 (2014), Florida","FL",12,"12-023",24776,78146,50845,.6506411
"State House District 24 (2014), Florida","FL",12,"12-024",34285,95338,58320,.6117183
"State House District 25 (2014), Florida","FL",12,"12-025",34913,93770,55769,.5947425
"State House District 26 (2014), Florida","FL",12,"12-026",35298,72024,34207,.4749389
"State House District 27 (2014), Florida","FL",12,"12-027",33323,78382,42360,.5404302
"State House District 28 (2014), Florida","FL",12,"12-028",39948,86812,43047,.4958646
"State House District 29 (2014), Florida","FL",12,"12-029",39535,86002,43137,.5015814
"State House District 30 (2014), Florida","FL",12,"12-030",40716,78410,34196,.4361178
"State House District 31 (2014), Florida","FL",12,"12-031",31728,85482,50863,.5950142
"State House District 32 (2014), Florida","FL",12,"12-032",37282,91682,51431,.5609716
"State House District 33 (2014), Florida","FL",12,"12-033",33955,115467,79329,.6870275
"State House District 34 (2014), Florida","FL",12,"12-034",25518,88993,60744,.6825705
"State House District 35 (2014), Florida","FL",12,"12-035",29066,84499,52682,.623463
"State House District 36 (2014), Florida","FL",12,"12-036",26972,71030,41322,.5817542
"State House District 37 (2014), Florida","FL",12,"12-037",31846,91588,56560,.6175482
"State House District 38 (2014), Florida","FL",12,"12-038",31324,78513,44219,.5632061
"State House District 39 (2014), Florida","FL",12,"12-039",30754,79389,45861,.5776745
"State House District 40 (2014), Florida","FL",12,"12-040",29341,70732,38632,.5461743
"State House District 41 (2014), Florida","FL",12,"12-041",35791,78216,40079,.5124143
"State House District 42 (2014), Florida","FL",12,"12-042",38157,81502,40731,.4997546
"State House District 43 (2014), Florida","FL",12,"12-043",53680,73407,17639,.2402904
"State House District 44 (2014), Florida","FL",12,"12-044",45836,89498,40321,.450524
"State House District 45 (2014), Florida","FL",12,"12-045",44979,66392,19467,.293213
"State House District 46 (2014), Florida","FL",12,"12-046",41192,49799,7326,.1471114
"State House District 47 (2014), Florida","FL",12,"12-047",48839,90686,37544,.4139999
"State House District 48 (2014), Florida","FL",12,"12-048",46716,65143,16318,.2504951
"State House District 49 (2014), Florida","FL",12,"12-049",44774,73311,24882,.3394034
"State House District 50 (2014), Florida","FL",12,"12-050",42735,92703,46151,.4978372
"State House District 51 (2014), Florida","FL",12,"12-051",33128,88800,51960,.5851352
"State House District 52 (2014), Florida","FL",12,"12-052",37205,101954,60203,.5904918
"State House District 53 (2014), Florida","FL",12,"12-053",36881,86730,46355,.5344748
"State House District 54 (2014), Florida","FL",12,"12-054",33172,89638,53879,.6010732
"State House District 55 (2014), Florida","FL",12,"12-055",20747,65920,43507,.659997
"State House District 56 (2014), Florida","FL",12,"12-056",21099,59672,36809,.6168555
"State House District 57 (2014), Florida","FL",12,"12-057",38620,91923,49984,.5437595
"State House District 58 (2014), Florida","FL",12,"12-058",28341,65817,35013,.531975
"State House District 59 (2014), Florida","FL",12,"12-059",37581,78823,37900,.4808241
"State House District 60 (2014), Florida","FL",12,"12-060",43509,92250,44737,.4849539
"State House District 61 (2014), Florida","FL",12,"12-061",48715,60895,10225,.167912
"State House District 62 (2014), Florida","FL",12,"12-062",39136,62092,20667,.3328448
"State House District 63 (2014), Florida","FL",12,"12-063",41108,77242,33148,.4291448
"State House District 64 (2014), Florida","FL",12,"12-064",40225,92441,48813,.5280449
"State House District 65 (2014), Florida","FL",12,"12-065",38814,94318,51922,.5504994
"State House District 66 (2014), Florida","FL",12,"12-066",36155,88036,48678,.5529329
"State House District 67 (2014), Florida","FL",12,"12-067",34009,74282,37122,.4997442
"State House District 68 (2014), Florida","FL",12,"12-068",41732,81853,36141,.4415354
"State House District 69 (2014), Florida","FL",12,"12-069",41216,88510,43837,.4952774
"State House District 70 (2014), Florida","FL",12,"12-070",46769,63506,14857,.2339464
"State House District 71 (2014), Florida","FL",12,"12-071",35811,83834,45179,.5389102
"State House District 72 (2014), Florida","FL",12,"12-072",42463,92248,46783,.5071438
"State House District 73 (2014), Florida","FL",12,"12-073",39600,110554,67596,.6114297
"State House District 74 (2014), Florida","FL",12,"12-074",36887,99427,59851,.6019592
"State House District 75 (2014), Florida","FL",12,"12-075",33445,96371,60218,.6248561
"State House District 76 (2014), Florida","FL",12,"12-076",32789,93033,57584,.6189632
"State House District 77 (2014), Florida","FL",12,"12-077",31691,87899,53494,.6085849
"State House District 78 (2014), Florida","FL",12,"12-078",33556,78112,42066,.5385344
"State House District 79 (2014), Florida","FL",12,"12-079",26872,67373,38407,.5700651
"State House District 80 (2014), Florida","FL",12,"12-080",25828,69885,42272,.6048794
"State House District 81 (2014), Florida","FL",12,"12-081",45551,77129,30169,.3911499
"State House District 82 (2014), Florida","FL",12,"12-082",33168,89851,54105,.6021636
"State House District 83 (2014), Florida","FL",12,"12-083",38275,87567,46786,.534288
"State House District 84 (2014), Florida","FL",12,"12-084",36854,76840,38105,.4959006
"State House District 85 (2014), Florida","FL",12,"12-085",41628,93037,49038,.5270806
"State House District 86 (2014), Florida","FL",12,"12-086",44439,78793,32495,.4124097
"State House District 87 (2014), Florida","FL",12,"12-087",28463,43731,14005,.3202534
"State House District 88 (2014), Florida","FL",12,"12-088",50398,64457,12676,.1966582
"State House District 89 (2014), Florida","FL",12,"12-089",43773,89399,43307,.4844238
"State House District 90 (2014), Florida","FL",12,"12-090",46363,78079,29827,.3820105
"State House District 91 (2014), Florida","FL",12,"12-091",58119,98218,38533,.3923212
"State House District 92 (2014), Florida","FL",12,"12-092",44275,61927,16511,.2666204
"State House District 93 (2014), Florida","FL",12,"12-093",43057,89108,44044,.4942766
"State House District 94 (2014), Florida","FL",12,"12-094",58259,71914,12376,.1720944
"State House District 95 (2014), Florida","FL",12,"12-095",54217,63716,8580,.1346601
"State House District 96 (2014), Florida","FL",12,"12-096",47599,78560,29307,.3730524
"State House District 97 (2014), Florida","FL",12,"12-097",52475,80407,26056,.3240514
"State House District 98 (2014), Florida","FL",12,"12-098",48837,80032,29277,.3658162
"State House District 99 (2014), Florida","FL",12,"12-099",44465,74770,28467,.3807276
"State House District 100 (2014), Florida","FL",12,"12-100",37856,65099,25949,.3986083
"State House District 101 (2014), Florida","FL",12,"12-101",49092,64136,13641,.2126887
"State House District 102 (2014), Florida","FL",12,"12-102",56882,68359,10309,.1508068
"State House District 103 (2014), Florida","FL",12,"12-103",37487,63858,25041,.3921357
"State House District 104 (2014), Florida","FL",12,"12-104",49377,79222,28043,.3539799
"State House District 105 (2014), Florida","FL",12,"12-105",33793,60174,24804,.4122046
"State House District 106 (2014), Florida","FL",12,"12-106",31694,93652,59664,.637082
"State House District 107 (2014), Florida","FL",12,"12-107",51263,61259,8984,.146656
"State House District 108 (2014), Florida","FL",12,"12-108",52548,60323,6778,.1123618
"State House District 109 (2014), Florida","FL",12,"12-109",46889,54283,6589,.1213824
"State House District 110 (2014), Florida","FL",12,"12-110",27291,51778,23373,.4514079
"State House District 111 (2014), Florida","FL",12,"12-111",25039,48001,21918,.4566155
"State House District 112 (2014), Florida","FL",12,"12-112",40212,65260,23300,.3570334
"State House District 113 (2014), Florida","FL",12,"12-113",35797,53111,16063,.302442
"State House District 114 (2014), Florida","FL",12,"12-114",40377,72423,30125,.415959
"State House District 115 (2014), Florida","FL",12,"12-115",40088,74121,32148,.4337232
"State House District 116 (2014), Florida","FL",12,"12-116",35657,70043,32519,.4642719
"State House District 117 (2014), Florida","FL",12,"12-117",41393,52824,10337,.1956876
"State House District 118 (2014), Florida","FL",12,"12-118",37577,68481,29134,.4254319
"State House District 119 (2014), Florida","FL",12,"12-119",37210,67475,28492,.4222601
"State House District 120 (2014), Florida","FL",12,"12-120",35600,72335,34371,.4751642
"State House District 1 (2014), Georgia","GA",13,"13-001",3435,18743,14638,.7809849
"State House District 2 (2014), Georgia","GA",13,"13-002",3216,20727,16893,.8150239
"State House District 3 (2014), Georgia","GA",13,"13-003",4099,21987,17137,.7794151
"State House District 4 (2014), Georgia","GA",13,"13-004",4568,13804,8777,.6358302
"State House District 5 (2014), Georgia","GA",13,"13-005",3034,17458,13958,.7995188
"State House District 6 (2014), Georgia","GA",13,"13-006",3332,17282,13505,.7814489
"State House District 7 (2014), Georgia","GA",13,"13-007",4251,26147,21343,.8162696
"State House District 9 (2014), Georgia","GA",13,"13-009",3575,24216,19754,.8157417
"State House District 11 (2014), Georgia","GA",13,"13-011",3164,22410,18689,.833958
"State House District 12 (2014), Georgia","GA",13,"13-012",3770,18529,14278,.7705759
"State House District 13 (2014), Georgia","GA",13,"13-013",5903,17678,11159,.6312366
"State House District 15 (2014), Georgia","GA",13,"13-015",5072,20664,14940,.7229965
"State House District 16 (2014), Georgia","GA",13,"13-016",3554,19640,15660,.7973523
"State House District 17 (2014), Georgia","GA",13,"13-017",5609,24369,18027,.7397513
"State House District 19 (2014), Georgia","GA",13,"13-019",7862,25230,16579,.6571146
"State House District 20 (2014), Georgia","GA",13,"13-020",7330,27800,19116,.6876259
"State House District 22 (2014), Georgia","GA",13,"13-022",6860,32003,23816,.7441803
"State House District 23 (2014), Georgia","GA",13,"13-023",5505,24949,18373,.7364223
"State House District 24 (2014), Georgia","GA",13,"13-024",6357,29482,21805,.7396038
"State House District 25 (2014), Georgia","GA",13,"13-025",9804,30542,19469,.63745
"State House District 26 (2014), Georgia","GA",13,"13-026",5452,29582,22975,.7766547
"State House District 27 (2014), Georgia","GA",13,"13-027",3528,21695,17555,.8091726
"State House District 28 (2014), Georgia","GA",13,"13-028",3156,20539,16897,.8226788
"State House District 29 (2014), Georgia","GA",13,"13-029",5180,15727,9941,.6320977
"State House District 30 (2014), Georgia","GA",13,"13-030",5233,21307,15336,.7197635
"State House District 31 (2014), Georgia","GA",13,"13-031",3837,24354,19762,.8114478
"State House District 32 (2014), Georgia","GA",13,"13-032",4199,21441,16788,.7829859
"State House District 33 (2014), Georgia","GA",13,"13-033",6191,23040,16350,.7096354
"State House District 34 (2014), Georgia","GA",13,"13-034",10090,25440,14201,.5582154
"State House District 35 (2014), Georgia","GA",13,"13-035",10735,25075,13145,.5242273
"State House District 36 (2014), Georgia","GA",13,"13-036",9599,32213,21326,.6620309
"State House District 37 (2014), Georgia","GA",13,"13-037",12414,25394,11798,.4645979
"State House District 38 (2014), Georgia","GA",13,"13-038",16037,25031,8279,.3307499
"State House District 39 (2014), Georgia","GA",13,"13-039",16167,20704,4046,.1954212
"State House District 40 (2014), Georgia","GA",13,"13-040",16509,30279,12283,.4056607
"State House District 41 (2014), Georgia","GA",13,"13-041",11173,17228,5447,.3161713
"State House District 42 (2014), Georgia","GA",13,"13-042",11087,16161,4318,.2671864
"State House District 44 (2014), Georgia","GA",13,"13-044",11208,28168,15418,.5473587
"State House District 45 (2014), Georgia","GA",13,"13-045",12965,31239,16749,.5361567
"State House District 46 (2014), Georgia","GA",13,"13-046",10442,30498,18497,.6064988
"State House District 47 (2014), Georgia","GA",13,"13-047",10858,28556,16411,.5746953
"State House District 48 (2014), Georgia","GA",13,"13-048",10634,23194,11322,.4881435
"State House District 49 (2014), Georgia","GA",13,"13-049",11539,25888,13094,.5057942
"State House District 50 (2014), Georgia","GA",13,"13-050",10933,23042,11218,.4868501
"State House District 51 (2014), Georgia","GA",13,"13-051",12862,25649,11540,.4499201
"State House District 52 (2014), Georgia","GA",13,"13-052",13603,27364,12432,.4543195
"State House District 53 (2014), Georgia","GA",13,"13-053",18883,24471,4645,.1898165
"State House District 54 (2014), Georgia","GA",13,"13-054",16158,29621,12083,.4079201
"State House District 55 (2014), Georgia","GA",13,"13-055",22790,26863,3161,.1176711
"State House District 57 (2014), Georgia","GA",13,"13-057",23333,27252,3004,.1102304
"State House District 58 (2014), Georgia","GA",13,"13-058",24133,27272,2147,.0787254
"State House District 59 (2014), Georgia","GA",13,"13-059",19895,22796,2071,.0908493
"State House District 60 (2014), Georgia","GA",13,"13-060",16380,18042,1320,.0731626
"State House District 61 (2014), Georgia","GA",13,"13-061",19194,23245,3604,.1550441
"State House District 62 (2014), Georgia","GA",13,"13-062",21960,26557,4100,.1543849
"State House District 63 (2014), Georgia","GA",13,"13-063",19057,25764,6189,.2402189
"State House District 64 (2014), Georgia","GA",13,"13-064",18842,26779,7347,.2743568
"State House District 65 (2014), Georgia","GA",13,"13-065",19465,24007,4118,.1715333
"State House District 67 (2014), Georgia","GA",13,"13-067",7420,23553,15430,.6551182
"State House District 68 (2014), Georgia","GA",13,"13-068",6057,23175,16431,.7089968
"State House District 69 (2014), Georgia","GA",13,"13-069",5250,22506,16646,.739625
"State House District 70 (2014), Georgia","GA",13,"13-070",7950,25185,16344,.6489577
"State House District 71 (2014), Georgia","GA",13,"13-071",6193,27785,20516,.738384
"State House District 72 (2014), Georgia","GA",13,"13-072",8099,31817,22449,.7055662
"State House District 73 (2014), Georgia","GA",13,"13-073",9505,25018,14812,.5920537
"State House District 74 (2014), Georgia","GA",13,"13-074",14421,16669,1992,.1195033
"State House District 75 (2014), Georgia","GA",13,"13-075",16817,20090,2868,.1427576
"State House District 76 (2014), Georgia","GA",13,"13-076",18072,22496,3976,.1767425
"State House District 77 (2014), Georgia","GA",13,"13-077",15417,17260,1576,.0913094
"State House District 79 (2014), Georgia","GA",13,"13-079",12701,24231,10399,.429161
"State House District 80 (2014), Georgia","GA",13,"13-080",13617,25118,10151,.4041325
"State House District 81 (2014), Georgia","GA",13,"13-081",10308,17317,6112,.352948
"State House District 82 (2014), Georgia","GA",13,"13-082",15844,22241,5460,.2454926
"State House District 83 (2014), Georgia","GA",13,"13-083",24280,27452,2366,.0861868
"State House District 84 (2014), Georgia","GA",13,"13-084",25093,28375,2548,.0897974
"State House District 85 (2014), Georgia","GA",13,"13-085",17493,20341,2176,.1069761
"State House District 86 (2014), Georgia","GA",13,"13-086",18116,22724,3895,.1714047
"State House District 87 (2014), Georgia","GA",13,"13-087",20626,24701,3473,.1406016
"State House District 88 (2014), Georgia","GA",13,"13-088",17808,22512,4131,.1835021
