"","geography","stateabbrev","state","id2","clinton","total","trump","trump_percent"
"332","State House District 2 (2014), Florida","FL","12","12-002",32702,82063,45568,0.5552807
"333","State House District 3 (2014), Florida","FL","12","12-003",17915,91283,69385,0.7601086
"334","State House District 4 (2014), Florida","FL","12","12-004",21879,87867,61229,0.6968372
"335","State House District 5 (2014), Florida","FL","12","12-005",16955,78817,59908,0.7600898
"336","State House District 6 (2014), Florida","FL","12","12-006",21232,82978,58419,0.70403
"337","State House District 7 (2014), Florida","FL","12","12-007",20952,70923,48094,0.6781157
"338","State House District 8 (2014), Florida","FL","12","12-008",53740,72335,16151,0.2232806
"339","State House District 9 (2014), Florida","FL","12","12-009",51837,97837,41988,0.4291628
"340","State House District 10 (2014), Florida","FL","12","12-010",16771,68542,50136,0.7314639
"341","State House District 11 (2014), Florida","FL","12","12-011",27467,95534,64507,0.6752256
"342","State House District 12 (2014), Florida","FL","12","12-012",31030,77742,43460,0.5590286
"343","State House District 13 (2014), Florida","FL","12","12-013",42285,66012,21790,0.3300915
"344","State House District 14 (2014), Florida","FL","12","12-014",47684,73650,24300,0.3299389
"345","State House District 15 (2014), Florida","FL","12","12-015",33057,75392,39614,0.5254403
"346","State House District 16 (2014), Florida","FL","12","12-016",35049,90962,52267,0.5746026
"347","State House District 17 (2014), Florida","FL","12","12-017",36397,115361,74884,0.6491275
"348","State House District 18 (2014), Florida","FL","12","12-018",23234,85201,58937,0.6917407
"349","State House District 19 (2014), Florida","FL","12","12-019",18620,72191,51645,0.7153939
"350","State House District 20 (2014), Florida","FL","12","12-020",43417,68508,22320,0.3258014
"351","State House District 21 (2014), Florida","FL","12","12-021",41861,87358,41819,0.4787083
"352","State House District 22 (2014), Florida","FL","12","12-022",29959,85372,53173,0.6228389
"353","State House District 23 (2014), Florida","FL","12","12-023",24776,78146,50845,0.6506411
"354","State House District 24 (2014), Florida","FL","12","12-024",34285,95338,58320,0.6117183
"355","State House District 25 (2014), Florida","FL","12","12-025",34913,93770,55769,0.5947425
"356","State House District 26 (2014), Florida","FL","12","12-026",35298,72024,34207,0.4749389
"357","State House District 27 (2014), Florida","FL","12","12-027",33323,78382,42360,0.5404302
"358","State House District 28 (2014), Florida","FL","12","12-028",39948,86812,43047,0.4958646
"359","State House District 29 (2014), Florida","FL","12","12-029",39535,86002,43137,0.5015814
"360","State House District 30 (2014), Florida","FL","12","12-030",40716,78410,34196,0.4361178
"361","State House District 31 (2014), Florida","FL","12","12-031",31728,85482,50863,0.5950142
"362","State House District 32 (2014), Florida","FL","12","12-032",37282,91682,51431,0.5609716
"363","State House District 33 (2014), Florida","FL","12","12-033",33955,115467,79329,0.6870275
"364","State House District 34 (2014), Florida","FL","12","12-034",25518,88993,60744,0.6825705
"365","State House District 35 (2014), Florida","FL","12","12-035",29066,84499,52682,0.623463
"366","State House District 36 (2014), Florida","FL","12","12-036",26972,71030,41322,0.5817542
"367","State House District 37 (2014), Florida","FL","12","12-037",31846,91588,56560,0.6175482
"368","State House District 38 (2014), Florida","FL","12","12-038",31324,78513,44219,0.5632061
"369","State House District 39 (2014), Florida","FL","12","12-039",30754,79389,45861,0.5776745
"370","State House District 40 (2014), Florida","FL","12","12-040",29341,70732,38632,0.5461743
"371","State House District 41 (2014), Florida","FL","12","12-041",35791,78216,40079,0.5124143
"372","State House District 42 (2014), Florida","FL","12","12-042",38157,81502,40731,0.4997546
"373","State House District 43 (2014), Florida","FL","12","12-043",53680,73407,17639,0.2402904
"374","State House District 44 (2014), Florida","FL","12","12-044",45836,89498,40321,0.450524
"375","State House District 45 (2014), Florida","FL","12","12-045",44979,66392,19467,0.293213
"376","State House District 46 (2014), Florida","FL","12","12-046",41192,49799,7326,0.1471114
"377","State House District 47 (2014), Florida","FL","12","12-047",48839,90686,37544,0.4139999
"378","State House District 48 (2014), Florida","FL","12","12-048",46716,65143,16318,0.2504951
"379","State House District 49 (2014), Florida","FL","12","12-049",44774,73311,24882,0.3394034
"380","State House District 50 (2014), Florida","FL","12","12-050",42735,92703,46151,0.4978372
"381","State House District 51 (2014), Florida","FL","12","12-051",33128,88800,51960,0.5851352
"382","State House District 52 (2014), Florida","FL","12","12-052",37205,101954,60203,0.5904918
"383","State House District 53 (2014), Florida","FL","12","12-053",36881,86730,46355,0.5344748
"384","State House District 54 (2014), Florida","FL","12","12-054",33172,89638,53879,0.6010732
"385","State House District 55 (2014), Florida","FL","12","12-055",20747,65920,43507,0.659997
"386","State House District 56 (2014), Florida","FL","12","12-056",21099,59672,36809,0.6168555
"387","State House District 57 (2014), Florida","FL","12","12-057",38620,91923,49984,0.5437595
"388","State House District 58 (2014), Florida","FL","12","12-058",28341,65817,35013,0.531975
"389","State House District 59 (2014), Florida","FL","12","12-059",37581,78823,37900,0.4808241
"390","State House District 60 (2014), Florida","FL","12","12-060",43509,92250,44737,0.4849539
"391","State House District 61 (2014), Florida","FL","12","12-061",48715,60895,10225,0.167912
"392","State House District 62 (2014), Florida","FL","12","12-062",39136,62092,20667,0.3328448
"393","State House District 63 (2014), Florida","FL","12","12-063",41108,77242,33148,0.4291448
"394","State House District 64 (2014), Florida","FL","12","12-064",40225,92441,48813,0.5280449
"395","State House District 65 (2014), Florida","FL","12","12-065",38814,94318,51922,0.5504994
"396","State House District 66 (2014), Florida","FL","12","12-066",36155,88036,48678,0.5529329
"397","State House District 67 (2014), Florida","FL","12","12-067",34009,74282,37122,0.4997442
"398","State House District 68 (2014), Florida","FL","12","12-068",41732,81853,36141,0.4415354
"399","State House District 69 (2014), Florida","FL","12","12-069",41216,88510,43837,0.4952774
"400","State House District 70 (2014), Florida","FL","12","12-070",46769,63506,14857,0.2339464
"401","State House District 71 (2014), Florida","FL","12","12-071",35811,83834,45179,0.5389102
"402","State House District 72 (2014), Florida","FL","12","12-072",42463,92248,46783,0.5071438
"403","State House District 73 (2014), Florida","FL","12","12-073",39600,110554,67596,0.6114297
"404","State House District 74 (2014), Florida","FL","12","12-074",36887,99427,59851,0.6019592
"405","State House District 75 (2014), Florida","FL","12","12-075",33445,96371,60218,0.6248561
"406","State House District 76 (2014), Florida","FL","12","12-076",32789,93033,57584,0.6189632
"407","State House District 77 (2014), Florida","FL","12","12-077",31691,87899,53494,0.6085849
"408","State House District 78 (2014), Florida","FL","12","12-078",33556,78112,42066,0.5385344
"409","State House District 79 (2014), Florida","FL","12","12-079",26872,67373,38407,0.5700651
"410","State House District 80 (2014), Florida","FL","12","12-080",25828,69885,42272,0.6048794
"411","State House District 81 (2014), Florida","FL","12","12-081",45551,77129,30169,0.3911499
"412","State House District 82 (2014), Florida","FL","12","12-082",33168,89851,54105,0.6021636
"413","State House District 83 (2014), Florida","FL","12","12-083",38275,87567,46786,0.534288
"414","State House District 84 (2014), Florida","FL","12","12-084",36854,76840,38105,0.4959006
"415","State House District 85 (2014), Florida","FL","12","12-085",41628,93037,49038,0.5270806
"416","State House District 86 (2014), Florida","FL","12","12-086",44439,78793,32495,0.4124097
"417","State House District 87 (2014), Florida","FL","12","12-087",28463,43731,14005,0.3202534
"418","State House District 88 (2014), Florida","FL","12","12-088",50398,64457,12676,0.1966582
"419","State House District 89 (2014), Florida","FL","12","12-089",43773,89399,43307,0.4844238
"420","State House District 90 (2014), Florida","FL","12","12-090",46363,78079,29827,0.3820105
"421","State House District 91 (2014), Florida","FL","12","12-091",58119,98218,38533,0.3923212
"422","State House District 92 (2014), Florida","FL","12","12-092",44275,61927,16511,0.2666204
"423","State House District 93 (2014), Florida","FL","12","12-093",43057,89108,44044,0.4942766
"424","State House District 94 (2014), Florida","FL","12","12-094",58259,71914,12376,0.1720944
"425","State House District 95 (2014), Florida","FL","12","12-095",54217,63716,8580,0.1346601
"426","State House District 96 (2014), Florida","FL","12","12-096",47599,78560,29307,0.3730524
"427","State House District 97 (2014), Florida","FL","12","12-097",52475,80407,26056,0.3240514
"428","State House District 98 (2014), Florida","FL","12","12-098",48837,80032,29277,0.3658162
"429","State House District 99 (2014), Florida","FL","12","12-099",44465,74770,28467,0.3807276
"430","State House District 100 (2014), Florida","FL","12","12-100",37856,65099,25949,0.3986083
"431","State House District 101 (2014), Florida","FL","12","12-101",49092,64136,13641,0.2126887
"432","State House District 102 (2014), Florida","FL","12","12-102",56882,68359,10309,0.1508068
"433","State House District 103 (2014), Florida","FL","12","12-103",37487,63858,25041,0.3921357
"434","State House District 104 (2014), Florida","FL","12","12-104",49377,79222,28043,0.3539799
"435","State House District 105 (2014), Florida","FL","12","12-105",33793,60174,24804,0.4122046
"436","State House District 106 (2014), Florida","FL","12","12-106",31694,93652,59664,0.637082
"437","State House District 107 (2014), Florida","FL","12","12-107",51263,61259,8984,0.146656
"438","State House District 108 (2014), Florida","FL","12","12-108",52548,60323,6778,0.1123618
"439","State House District 109 (2014), Florida","FL","12","12-109",46889,54283,6589,0.1213824
"440","State House District 110 (2014), Florida","FL","12","12-110",27291,51778,23373,0.4514079
"441","State House District 111 (2014), Florida","FL","12","12-111",25039,48001,21918,0.4566155
"442","State House District 112 (2014), Florida","FL","12","12-112",40212,65260,23300,0.3570334
"443","State House District 113 (2014), Florida","FL","12","12-113",35797,53111,16063,0.302442
"444","State House District 114 (2014), Florida","FL","12","12-114",40377,72423,30125,0.415959
"445","State House District 115 (2014), Florida","FL","12","12-115",40088,74121,32148,0.4337232
"446","State House District 116 (2014), Florida","FL","12","12-116",35657,70043,32519,0.4642719
"447","State House District 117 (2014), Florida","FL","12","12-117",41393,52824,10337,0.1956876
"448","State House District 118 (2014), Florida","FL","12","12-118",37577,68481,29134,0.4254319
"449","State House District 119 (2014), Florida","FL","12","12-119",37210,67475,28492,0.4222601
"450","State House District 120 (2014), Florida","FL","12","12-120",35600,72335,34371,0.4751642
"451","State House District 1 (2014), Georgia","GA","13","13-001",3435,18743,14638,0.7809849
"452","State House District 2 (2014), Georgia","GA","13","13-002",3216,20727,16893,0.8150239
"453","State House District 3 (2014), Georgia","GA","13","13-003",4099,21987,17137,0.7794151
"454","State House District 4 (2014), Georgia","GA","13","13-004",4568,13804,8777,0.6358302
"455","State House District 5 (2014), Georgia","GA","13","13-005",3034,17458,13958,0.7995188
"456","State House District 6 (2014), Georgia","GA","13","13-006",3332,17282,13505,0.7814489
"457","State House District 7 (2014), Georgia","GA","13","13-007",4251,26147,21343,0.8162696
"458","State House District 9 (2014), Georgia","GA","13","13-009",3575,24216,19754,0.8157417
"459","State House District 11 (2014), Georgia","GA","13","13-011",3164,22410,18689,0.833958
"460","State House District 12 (2014), Georgia","GA","13","13-012",3770,18529,14278,0.7705759
"461","State House District 13 (2014), Georgia","GA","13","13-013",5903,17678,11159,0.6312366
"462","State House District 15 (2014), Georgia","GA","13","13-015",5072,20664,14940,0.7229965
"463","State House District 16 (2014), Georgia","GA","13","13-016",3554,19640,15660,0.7973523
"464","State House District 17 (2014), Georgia","GA","13","13-017",5609,24369,18027,0.7397513
"465","State House District 19 (2014), Georgia","GA","13","13-019",7862,25230,16579,0.6571146
"466","State House District 20 (2014), Georgia","GA","13","13-020",7330,27800,19116,0.6876259
"467","State House District 22 (2014), Georgia","GA","13","13-022",6860,32003,23816,0.7441803
"468","State House District 23 (2014), Georgia","GA","13","13-023",5505,24949,18373,0.7364223
"469","State House District 24 (2014), Georgia","GA","13","13-024",6357,29482,21805,0.7396038
"470","State House District 25 (2014), Georgia","GA","13","13-025",9804,30542,19469,0.63745
"471","State House District 26 (2014), Georgia","GA","13","13-026",5452,29582,22975,0.7766547
"472","State House District 27 (2014), Georgia","GA","13","13-027",3528,21695,17555,0.8091726
"473","State House District 28 (2014), Georgia","GA","13","13-028",3156,20539,16897,0.8226788
"474","State House District 29 (2014), Georgia","GA","13","13-029",5180,15727,9941,0.6320977
"475","State House District 30 (2014), Georgia","GA","13","13-030",5233,21307,15336,0.7197635
"476","State House District 31 (2014), Georgia","GA","13","13-031",3837,24354,19762,0.8114478
"477","State House District 32 (2014), Georgia","GA","13","13-032",4199,21441,16788,0.7829859
"478","State House District 33 (2014), Georgia","GA","13","13-033",6191,23040,16350,0.7096354
"479","State House District 34 (2014), Georgia","GA","13","13-034",10090,25440,14201,0.5582154
"480","State House District 35 (2014), Georgia","GA","13","13-035",10735,25075,13145,0.5242273
