"","geography","stateabbrev","state","id2","clinton","total","trump","trump_percent"
"723","State House District 88 (2014), Iowa","IA","19","19-088",5176,14400,8461,0.5875694
"724","State House District 89 (2014), Iowa","IA","19","19-089",7657,14594,5963,0.4085926
"725","State House District 90 (2014), Iowa","IA","19","19-090",6501,11212,3916,0.3492686
"726","State House District 91 (2014), Iowa","IA","19","19-091",6000,13746,6839,0.4975266
"727","State House District 92 (2014), Iowa","IA","19","19-092",6662,15767,8138,0.5161413
"728","State House District 95 (2014), Iowa","IA","19","19-095",7251,17320,8935,0.5158776
"729","State House District 96 (2014), Iowa","IA","19","19-096",5282,14913,8785,0.5890834
"730","State House District 97 (2014), Iowa","IA","19","19-097",6384,17190,9705,0.5645725
"731","State House District 98 (2014), Iowa","IA","19","19-098",6268,12933,5869,0.4538004
"732","State House District 99 (2014), Iowa","IA","19","19-099",8715,16564,6812,0.4112533
"733","State House District 1 (2014), Idaho","ID","16","16-001",6028,23174,15169,0.6545698
"734","State House District 2 (2014), Idaho","ID","16","16-002",5025,24347,17517,0.7194726
"735","State House District 3 (2014), Idaho","ID","16","16-003",4322,20525,14485,0.7057247
"736","State House District 4 (2014), Idaho","ID","16","16-004",6917,21414,12447,0.5812553
"737","State House District 5 (2014), Idaho","ID","16","16-005",8863,22340,10368,0.4641003
"738","State House District 6 (2014), Idaho","ID","16","16-006",5098,18785,11901,0.6335374
"739","State House District 7 (2014), Idaho","ID","16","16-007",4008,20060,14553,0.7254736
"740","State House District 8 (2014), Idaho","ID","16","16-008",5079,23622,16347,0.6920244
"741","State House District 11 (2014), Idaho","ID","16","16-011",3422,20080,14475,0.7208666
"742","State House District 13 (2014), Idaho","ID","16","16-013",4563,18197,11370,0.6248283
"743","State House District 15 (2014), Idaho","ID","16","16-015",6964,19279,9539,0.4947871
"744","State House District 16 (2014), Idaho","ID","16","16-016",9676,20501,8048,0.3925662
"745","State House District 17 (2014), Idaho","ID","16","16-017",8576,17532,6243,0.3560917
"746","State House District 18 (2014), Idaho","ID","16","16-018",11417,23148,8668,0.37446
"747","State House District 19 (2014), Idaho","ID","16","16-019",15565,25201,6820,0.2706242
"748","State House District 20 (2014), Idaho","ID","16","16-020",5824,20959,12069,0.5758386
"749","State House District 21 (2014), Idaho","ID","16","16-021",6850,23412,13361,0.5706902
"750","State House District 22 (2014), Idaho","ID","16","16-022",3772,17685,11508,0.650721
"751","State House District 23 (2014), Idaho","ID","16","16-023",2744,14910,10771,0.7224011
"752","State House District 24 (2014), Idaho","ID","16","16-024",4196,17068,10538,0.6174127
"753","State House District 26 (2014), Idaho","ID","16","16-026",7816,18252,8677,0.4754
"754","State House District 27 (2014), Idaho","ID","16","16-027",2203,15048,10836,0.7200957
"755","State House District 28 (2014), Idaho","ID","16","16-028",4932,19433,11136,0.5730458
"756","State House District 29 (2014), Idaho","ID","16","16-029",6109,16730,7710,0.4608488
"757","State House District 30 (2014), Idaho","ID","16","16-030",3719,21089,13107,0.6215088
"758","State House District 31 (2014), Idaho","ID","16","16-031",2924,16625,10907,0.6560602
"759","State House District 32 (2014), Idaho","ID","16","16-032",3583,20922,13805,0.6598318
"760","State House District 33 (2014), Idaho","ID","16","16-033",4524,16934,9150,0.540333
"761","State House District 35 (2014), Idaho","ID","16","16-035",1831,18697,13643,0.7296892
"762","State House District 1 (2014), Illinois","IL","17","17-001",22259,27041,3886,0.1437077
"763","State House District 2 (2014), Illinois","IL","17","17-002",24114,30125,4413,0.1464896
"764","State House District 3 (2014), Illinois","IL","17","17-003",24737,31191,5336,0.171075
"765","State House District 4 (2014), Illinois","IL","17","17-004",36714,42326,3389,0.080069
"766","State House District 5 (2014), Illinois","IL","17","17-005",43657,50292,4863,0.0966953
"767","State House District 6 (2014), Illinois","IL","17","17-006",35831,41754,4518,0.1082052
"768","State House District 7 (2014), Illinois","IL","17","17-007",42063,52175,8263,0.1583709
"769","State House District 8 (2014), Illinois","IL","17","17-008",40808,47947,5522,0.1151688
"770","State House District 9 (2014), Illinois","IL","17","17-009",41359,47151,4018,0.0852156
"771","State House District 10 (2014), Illinois","IL","17","17-010",42533,47553,3294,0.0692701
"772","State House District 11 (2014), Illinois","IL","17","17-011",44887,55666,7325,0.1315884
"773","State House District 12 (2014), Illinois","IL","17","17-012",49677,61159,8141,0.1331121
"774","State House District 13 (2014), Illinois","IL","17","17-013",43226,50700,5116,0.1009073
"775","State House District 14 (2014), Illinois","IL","17","17-014",41186,47521,4082,0.0858989
"776","State House District 15 (2014), Illinois","IL","17","17-015",28358,44904,14527,0.3235124
"777","State House District 16 (2014), Illinois","IL","17","17-016",28932,41222,10744,0.2606375
"778","State House District 17 (2014), Illinois","IL","17","17-017",39703,56746,14313,0.2522292
"779","State House District 18 (2014), Illinois","IL","17","17-018",44511,58354,10571,0.181153
"780","State House District 19 (2014), Illinois","IL","17","17-019",26079,43310,15150,0.3498037
"781","State House District 20 (2014), Illinois","IL","17","17-020",24539,47508,20716,0.4360529
"782","State House District 21 (2014), Illinois","IL","17","17-021",19345,26015,5545,0.2131463
"783","State House District 22 (2014), Illinois","IL","17","17-022",25931,35961,8635,0.2401212
"784","State House District 23 (2014), Illinois","IL","17","17-023",22220,32576,8799,0.2701068
"785","State House District 24 (2014), Illinois","IL","17","17-024",23827,30350,5162,0.1700824
"786","State House District 25 (2014), Illinois","IL","17","17-025",40815,44633,2524,0.0565501
"787","State House District 26 (2014), Illinois","IL","17","17-026",44240,51129,5193,0.1015666
"788","State House District 27 (2014), Illinois","IL","17","17-027",42374,53591,9720,0.1813737
"789","State House District 28 (2014), Illinois","IL","17","17-028",35747,47369,10229,0.2159429
"790","State House District 29 (2014), Illinois","IL","17","17-029",40724,49854,7911,0.1586834
"791","State House District 31 (2014), Illinois","IL","17","17-031",36553,47023,9118,0.1939051
"792","State House District 32 (2014), Illinois","IL","17","17-032",31860,38704,5875,0.1517931
"793","State House District 33 (2014), Illinois","IL","17","17-033",41269,48329,5913,0.1223489
"794","State House District 34 (2014), Illinois","IL","17","17-034",38645,50735,10769,0.2122598
"795","State House District 35 (2014), Illinois","IL","17","17-035",29439,54649,22767,0.4166042
"796","State House District 36 (2014), Illinois","IL","17","17-036",27756,49435,19361,0.3916456
"797","State House District 37 (2014), Illinois","IL","17","17-037",22275,56414,31207,0.5531783
"798","State House District 38 (2014), Illinois","IL","17","17-038",40318,52743,10815,0.2050509
"799","State House District 39 (2014), Illinois","IL","17","17-039",30859,37308,4673,0.1252546
"800","State House District 40 (2014), Illinois","IL","17","17-040",30724,37090,4327,0.1166622
"801","State House District 41 (2014), Illinois","IL","17","17-041",29895,54037,20642,0.3819975
"802","State House District 42 (2014), Illinois","IL","17","17-042",28425,55432,22993,0.4147965
"803","State House District 43 (2014), Illinois","IL","17","17-043",18357,27894,7981,0.2861189
"804","State House District 44 (2014), Illinois","IL","17","17-044",22846,36567,11762,0.3216561
"805","State House District 45 (2014), Illinois","IL","17","17-045",24128,49860,23164,0.4645808
"806","State House District 46 (2014), Illinois","IL","17","17-046",23811,40309,14214,0.352626
"807","State House District 47 (2014), Illinois","IL","17","17-047",29256,56565,23549,0.4163175
"808","State House District 48 (2014), Illinois","IL","17","17-048",30304,54970,20703,0.3766236
"809","State House District 49 (2014), Illinois","IL","17","17-049",24646,47271,19355,0.4094476
"810","State House District 50 (2014), Illinois","IL","17","17-050",23891,53584,26191,0.488784
"811","State House District 51 (2014), Illinois","IL","17","17-051",28983,57930,25301,0.4367512
"812","State House District 52 (2014), Illinois","IL","17","17-052",23192,51190,24615,0.4808556
"813","State House District 53 (2014), Illinois","IL","17","17-053",29548,53161,20487,0.3853765
"814","State House District 54 (2014), Illinois","IL","17","17-054",27503,51740,20859,0.4031504
"815","State House District 55 (2014), Illinois","IL","17","17-055",26015,45246,16767,0.3705742
"816","State House District 56 (2014), Illinois","IL","17","17-056",25967,45782,17293,0.3777249
"817","State House District 57 (2014), Illinois","IL","17","17-057",25575,41561,13922,0.3349775
"818","State House District 58 (2014), Illinois","IL","17","17-058",35263,51931,14101,0.2715334
"819","State House District 59 (2014), Illinois","IL","17","17-059",27904,43245,13105,0.3030408
"820","State House District 60 (2014), Illinois","IL","17","17-060",22685,30037,6032,0.200819
"821","State House District 61 (2014), Illinois","IL","17","17-061",24534,47399,19952,0.4209372
"822","State House District 62 (2014), Illinois","IL","17","17-062",23462,42561,16263,0.3821104
"823","State House District 63 (2014), Illinois","IL","17","17-063",18840,46461,24475,0.5267859
"824","State House District 64 (2014), Illinois","IL","17","17-064",21332,51666,27128,0.5250648
"825","State House District 65 (2014), Illinois","IL","17","17-065",26701,57082,27041,0.473722
"826","State House District 66 (2014), Illinois","IL","17","17-066",22937,48891,22959,0.4695956
"827","State House District 67 (2014), Illinois","IL","17","17-067",19641,30525,9269,0.3036527
"828","State House District 68 (2014), Illinois","IL","17","17-068",21733,48988,24371,0.4974892
"829","State House District 69 (2014), Illinois","IL","17","17-069",19501,50042,27588,0.5512969
"830","State House District 71 (2014), Illinois","IL","17","17-071",21537,49021,24510,0.4999898
"831","State House District 72 (2014), Illinois","IL","17","17-072",23930,44494,17881,0.4018744
"832","State House District 73 (2014), Illinois","IL","17","17-073",18890,54830,32405,0.5910085
"833","State House District 74 (2014), Illinois","IL","17","17-074",19950,53396,30119,0.5640685
"834","State House District 75 (2014), Illinois","IL","17","17-075",18640,50959,29133,0.5716949
"835","State House District 76 (2014), Illinois","IL","17","17-076",19834,46649,24108,0.5167956
"836","State House District 77 (2014), Illinois","IL","17","17-077",19833,30562,9468,0.3097965
"837","State House District 78 (2014), Illinois","IL","17","17-078",41583,51899,8262,0.1591938
"838","State House District 79 (2014), Illinois","IL","17","17-079",18464,44757,23754,0.5307326
"839","State House District 80 (2014), Illinois","IL","17","17-080",31557,48557,15256,0.3141874
"840","State House District 81 (2014), Illinois","IL","17","17-081",30606,55849,21529,0.3854859
"841","State House District 82 (2014), Illinois","IL","17","17-082",24792,56520,28639,0.5067056
"842","State House District 83 (2014), Illinois","IL","17","17-083",17762,25543,6336,0.2480523
"843","State House District 84 (2014), Illinois","IL","17","17-084",25208,39992,12474,0.3119124
"844","State House District 85 (2014), Illinois","IL","17","17-085",24987,41027,13722,0.3344627
"845","State House District 86 (2014), Illinois","IL","17","17-086",24003,39256,13363,0.3404066
"846","State House District 87 (2014), Illinois","IL","17","17-087",15253,49820,31557,0.6334203
"847","State House District 88 (2014), Illinois","IL","17","17-088",20244,52709,28747,0.5453907
"848","State House District 89 (2014), Illinois","IL","17","17-089",18032,50100,29051,0.5798603
"849","State House District 90 (2014), Illinois","IL","17","17-090",17247,47844,27395,0.5725901
"850","State House District 91 (2014), Illinois","IL","17","17-091",17101,45313,25291,0.55814
"851","State House District 92 (2014), Illinois","IL","17","17-092",23366,39036,13341,0.3417614
"852","State House District 93 (2014), Illinois","IL","17","17-093",15712,42675,24497,0.5740363
"853","State House District 94 (2014), Illinois","IL","17","17-094",13495,50657,34766,0.686302
"854","State House District 95 (2014), Illinois","IL","17","17-095",14092,48858,32118,0.6573744
"855","State House District 96 (2014), Illinois","IL","17","17-096",20439,40290,17782,0.4413502
"856","State House District 97 (2014), Illinois","IL","17","17-097",24394,51563,24203,0.469387
"857","State House District 98 (2014), Illinois","IL","17","17-098",27291,47035,17342,0.3687042
"858","State House District 99 (2014), Illinois","IL","17","17-099",24266,58703,30776,0.5242662
"859","State House District 100 (2014), Illinois","IL","17","17-100",12549,48733,33901,0.6956477
"860","State House District 101 (2014), Illinois","IL","17","17-101",16050,55922,36520,0.6530524
"861","State House District 102 (2014), Illinois","IL","17","17-102",13580,50547,34214,0.676875
"862","State House District 103 (2014), Illinois","IL","17","17-103",31319,43767,9155,0.2091759
"863","State House District 104 (2014), Illinois","IL","17","17-104",18860,44395,23158,0.5216353
"864","State House District 105 (2014), Illinois","IL","17","17-105",23570,52162,24571,0.4710517
"865","State House District 106 (2014), Illinois","IL","17","17-106",10620,46374,33162,0.715099
"866","State House District 107 (2014), Illinois","IL","17","17-107",11093,48634,35320,0.7262409
"867","State House District 108 (2014), Illinois","IL","17","17-108",14984,56015,37805,0.6749085
"868","State House District 109 (2014), Illinois","IL","17","17-109",8818,51226,40535,0.7912974
"869","State House District 110 (2014), Illinois","IL","17","17-110",12927,46744,31368,0.6710594
"870","State House District 111 (2014), Illinois","IL","17","17-111",18728,47953,26566,0.5540008
"871","State House District 112 (2014), Illinois","IL","17","17-112",23865,53810,26823,0.4984761
"872","State House District 113 (2014), Illinois","IL","17","17-113",24787,46130,18926,0.4102753
"873","State House District 114 (2014), Illinois","IL","17","17-114",27036,46941,18001,0.3834814
"874","State House District 115 (2014), Illinois","IL","17","17-115",16202,48801,29912,0.6129383
"875","State House District 116 (2014), Illinois","IL","17","17-116",14859,50551,33473,0.662163
"876","State House District 117 (2014), Illinois","IL","17","17-117",13600,51473,35712,0.6938006
"877","State House District 118 (2014), Illinois","IL","17","17-118",13342,46907,31705,0.6759119
"878","State House District 1 (2014), Kansas","KS","20","20-001",2111,9039,6475,0.7163403
"879","State House District 2 (2014), Kansas","KS","20","20-002",2760,9938,6609,0.6650231
"880","State House District 3 (2014), Kansas","KS","20","20-003",3111,8177,4483,0.5482451
"881","State House District 4 (2014), Kansas","KS","20","20-004",1925,9506,7110,0.7479486
"882","State House District 5 (2014), Kansas","KS","20","20-005",2190,9339,6489,0.6948282
"883","State House District 7 (2014), Kansas","KS","20","20-007",2389,8613,5746,0.6671311
"884","State House District 8 (2014), Kansas","KS","20","20-008",5262,13467,7470,0.5546892
"885","State House District 9 (2014), Kansas","KS","20","20-009",2289,8527,5695,0.6678785
"886","State House District 11 (2014), Kansas","KS","20","20-011",1843,7529,5274,0.7004914
"887","State House District 13 (2014), Kansas","KS","20","20-013",1526,9243,7198,0.7787515
"888","State House District 15 (2014), Kansas","KS","20","20-015",3668,8725,4256,0.4877937
"889","State House District 16 (2014), Kansas","KS","20","20-016",5775,12203,5603,0.4591494
"890","State House District 17 (2014), Kansas","KS","20","20-017",5874,12434,5707,0.4589834
"891","State House District 18 (2014), Kansas","KS","20","20-018",5356,11884,5634,0.4740828
"892","State House District 20 (2014), Kansas","KS","20","20-020",6912,14356,6657,0.4637085
"893","State House District 21 (2014), Kansas","KS","20","20-021",7901,13676,4884,0.357122
"894","State House District 22 (2014), Kansas","KS","20","20-022",5021,9571,3722,0.3888831
"895","State House District 23 (2014), Kansas","KS","20","20-023",4743,9156,3701,0.4042158
"896","State House District 24 (2014), Kansas","KS","20","20-024",5791,10585,3937,0.3719414
"897","State House District 25 (2014), Kansas","KS","20","20-025",8067,13600,4540,0.3338235
"898","State House District 26 (2014), Kansas","KS","20","20-026",4108,12223,7176,0.5870899
"899","State House District 27 (2014), Kansas","KS","20","20-027",5183,14248,8226,0.5773442
"900","State House District 29 (2014), Kansas","KS","20","20-029",5910,12042,5299,0.4400432
"901","State House District 30 (2014), Kansas","KS","20","20-030",5355,11180,4986,0.4459749
"902","State House District 31 (2014), Kansas","KS","20","20-031",3806,5902,1680,0.2846493
"903","State House District 32 (2014), Kansas","KS","20","20-032",2210,3197,797,0.2492962
"904","State House District 34 (2014), Kansas","KS","20","20-034",5001,6088,863,0.1417543
"905","State House District 35 (2014), Kansas","KS","20","20-035",5418,6852,1179,0.1720666
"906","State House District 38 (2014), Kansas","KS","20","20-038",3685,12115,7659,0.6321915
"907","State House District 39 (2014), Kansas","KS","20","20-039",4862,12454,6614,0.5310743
"908","State House District 40 (2014), Kansas","KS","20","20-040",3221,8406,4502,0.5355698
"909","State House District 41 (2014), Kansas","KS","20","20-041",2484,6239,3168,0.5077737
"910","State House District 44 (2014), Kansas","KS","20","20-044",7948,11776,3006,0.2552649
"911","State House District 46 (2014), Kansas","KS","20","20-046",7812,10220,1503,0.1470646
"912","State House District 47 (2014), Kansas","KS","20","20-047",3175,10098,6255,0.6194296
"913","State House District 50 (2014), Kansas","KS","20","20-050",3717,11477,7000,0.6099155
"914","State House District 51 (2014), Kansas","KS","20","20-051",2739,11013,7442,0.6757469
"915","State House District 52 (2014), Kansas","KS","20","20-052",5177,12554,6569,0.5232595
"916","State House District 53 (2014), Kansas","KS","20","20-053",5031,10377,4638,0.44695
"917","State House District 55 (2014), Kansas","KS","20","20-055",4797,8533,3060,0.3586078
"918","State House District 56 (2014), Kansas","KS","20","20-056",4708,9907,4495,0.4537196
"919","State House District 57 (2014), Kansas","KS","20","20-057",3273,6227,2497,0.4009957
"920","State House District 58 (2014), Kansas","KS","20","20-058",3856,6139,1900,0.3094967
"921","State House District 60 (2014), Kansas","KS","20","20-060",3480,8440,4249,0.503436
"922","State House District 62 (2014), Kansas","KS","20","20-062",1775,10210,7867,0.7705191
"923","State House District 65 (2014), Kansas","KS","20","20-065",1462,4185,2447,0.5847073
"924","State House District 66 (2014), Kansas","KS","20","20-066",4073,7978,3095,0.3879418
"925","State House District 68 (2014), Kansas","KS","20","20-068",2408,8113,5166,0.6367558
"926","State House District 69 (2014), Kansas","KS","20","20-069",2286,7566,4571,0.6041501
"927","State House District 70 (2014), Kansas","KS","20","20-070",1859,9713,7239,0.7452898
"928","State House District 71 (2014), Kansas","KS","20","20-071",2946,9723,5995,0.6165792
"929","State House District 72 (2014), Kansas","KS","20","20-072",3552,9603,5370,0.5592002
"930","State House District 75 (2014), Kansas","KS","20","20-075",2062,8413,5839,0.6940449
"931","State House District 76 (2014), Kansas","KS","20","20-076",2335,9409,6455,0.6860453
"932","State House District 77 (2014), Kansas","KS","20","20-077",2205,9622,6802,0.7069216
"933","State House District 78 (2014), Kansas","KS","20","20-078",4350,11359,6119,0.5386918
"934","State House District 79 (2014), Kansas","KS","20","20-079",2441,8701,5677,0.6524537
"935","State House District 80 (2014), Kansas","KS","20","20-080",1990,7454,5027,0.674403
"936","State House District 81 (2014), Kansas","KS","20","20-081",2170,6995,4285,0.6125804
"937","State House District 82 (2014), Kansas","KS","20","20-082",2715,10061,6578,0.6538118
"938","State House District 83 (2014), Kansas","KS","20","20-083",3535,6817,2703,0.3965087
"939","State House District 84 (2014), Kansas","KS","20","20-084",4601,6698,1643,0.2452971
"940","State House District 85 (2014), Kansas","KS","20","20-085",4342,11636,6544,0.5623926
"941","State House District 88 (2014), Kansas","KS","20","20-088",3433,7201,3191,0.4431329
"942","State House District 89 (2014), Kansas","KS","20","20-089",4928,8327,2892,0.347304
"943","State House District 90 (2014), Kansas","KS","20","20-090",2378,10719,7683,0.7167646
"944","State House District 91 (2014), Kansas","KS","20","20-091",3046,10254,6520,0.6358494
"945","State House District 92 (2014), Kansas","KS","20","20-092",4212,8469,3590,0.4238989
"946","State House District 93 (2014), Kansas","KS","20","20-093",2162,9912,7076,0.7138821
"947","State House District 94 (2014), Kansas","KS","20","20-094",3345,11160,7108,0.6369176
"948","State House District 95 (2014), Kansas","KS","20","20-095",2553,5927,2899,0.4891176
"949","State House District 100 (2014), Kansas","KS","20","20-100",3687,11635,7182,0.6172755
"950","State House District 101 (2014), Kansas","KS","20","20-101",2388,11204,8122,0.7249197
"951","State House District 102 (2014), Kansas","KS","20","20-102",2060,5598,3021,0.539657
"952","State House District 106 (2014), Kansas","KS","20","20-106",1896,10500,8006,0.7624762
"953","State House District 108 (2014), Kansas","KS","20","20-108",2434,9932,6792,0.6838502
"954","State House District 109 (2014), Kansas","KS","20","20-109",1485,10577,8567,0.809965
"955","State House District 110 (2014), Kansas","KS","20","20-110",1314,10006,8224,0.8219069
"956","State House District 113 (2014), Kansas","KS","20","20-113",1664,9025,6864,0.760554
"957","State House District 114 (2014), Kansas","KS","20","20-114",1852,9177,6777,0.7384766
"958","State House District 115 (2014), Kansas","KS","20","20-115",1087,6824,5388,0.7895662
"959","State House District 116 (2014), Kansas","KS","20","20-116",1612,9514,7306,0.767921
"960","State House District 117 (2014), Kansas","KS","20","20-117",1464,9672,7714,0.79756
"961","State House District 118 (2014), Kansas","KS","20","20-118",1217,10696,9026,0.8438669
"962","State House District 119 (2014), Kansas","KS","20","20-119",1563,4705,2881,0.6123273
"963","State House District 120 (2014), Kansas","KS","20","20-120",1341,10719,8839,0.8246105
"964","State House District 121 (2014), Kansas","KS","20","20-121",4779,12578,6882,0.5471458
"965","State House District 122 (2014), Kansas","KS","20","20-122",1394,6834,5091,0.7449517
"966","State House District 123 (2014), Kansas","KS","20","20-123",2203,6255,3657,0.5846523
"967","State House District 124 (2014), Kansas","KS","20","20-124",1135,7257,5791,0.7979882
"968","State House District 125 (2014), Kansas","KS","20","20-125",1619,4934,3072,0.6226186
"969","State House District 1 (2014), Louisiana","LA","22","22-001",4542,19509,14526,0.7445794
"970","State House District 2 (2014), Louisiana","LA","22","22-002",10854,13840,2501,0.1807081
"971","State House District 6 (2014), Louisiana","LA","22","22-006",5509,20010,13357,0.6675162
"972","State House District 7 (2014), Louisiana","LA","22","22-007",6061,22628,16037,0.7087237
"973","State House District 8 (2014), Louisiana","LA","22","22-008",4564,18722,13458,0.7188334
"974","State House District 9 (2014), Louisiana","LA","22","22-009",4595,20562,15304,0.7442856
"975","State House District 11 (2014), Louisiana","LA","22","22-011",8936,15293,5939,0.3883476
"976","State House District 13 (2014), Louisiana","LA","22","22-013",5719,20442,14312,0.7001272
"977","State House District 14 (2014), Louisiana","LA","22","22-014",4736,22111,16657,0.7533354
"978","State House District 15 (2014), Louisiana","LA","22","22-015",1969,22500,19899,0.8844
"979","State House District 17 (2014), Louisiana","LA","22","22-017",11819,15708,3602,0.2293099
"980","State House District 18 (2014), Louisiana","LA","22","22-018",7920,19781,11428,0.5777261
"981","State House District 19 (2014), Louisiana","LA","22","22-019",5494,19932,14142,0.7095124
"982","State House District 21 (2014), Louisiana","LA","22","22-021",9244,17163,7686,0.4478238
"983","State House District 23 (2014), Louisiana","LA","22","22-023",10345,16428,5608,0.3413684
"984","State House District 24 (2014), Louisiana","LA","22","22-024",2481,20388,17456,0.8561899
"985","State House District 25 (2014), Louisiana","LA","22","22-025",4863,21936,16448,0.7498177
"986","State House District 26 (2014), Louisiana","LA","22","22-026",10824,14948,3745,0.2505352
"987","State House District 27 (2014), Louisiana","LA","22","22-027",2635,19960,16623,0.8328156
"988","State House District 29 (2014), Louisiana","LA","22","22-029",15504,19145,3244,0.1694437
"989","State House District 30 (2014), Louisiana","LA","22","22-030",3319,10727,7021,0.6545166
"990","State House District 32 (2014), Louisiana","LA","22","22-032",3203,18367,14633,0.7967006
"991","State House District 34 (2014), Louisiana","LA","22","22-034",14316,18491,3619,0.1957168
"992","State House District 35 (2014), Louisiana","LA","22","22-035",2966,19036,15326,0.8051061
"993","State House District 39 (2014), Louisiana","LA","22","22-039",6576,21789,14582,0.6692368
"994","State House District 43 (2014), Louisiana","LA","22","22-043",3601,22072,17474,0.7916818
"995","State House District 45 (2014), Louisiana","LA","22","22-045",5141,18320,11968,0.6532751
"996","State House District 46 (2014), Louisiana","LA","22","22-046",5213,21509,15830,0.735971
"997","State House District 47 (2014), Louisiana","LA","22","22-047",4026,20321,15697,0.7724521
"998","State House District 48 (2014), Louisiana","LA","22","22-048",3829,21614,17072,0.7898584
"999","State House District 49 (2014), Louisiana","LA","22","22-049",4722,19195,14020,0.7303985
"1000","State House District 50 (2014), Louisiana","LA","22","22-050",7332,19719,11992,0.6081444
"1001","State House District 53 (2014), Louisiana","LA","22","22-053",4257,17424,12653,0.7261823
"1002","State House District 54 (2014), Louisiana","LA","22","22-054",2018,17632,15103,0.8565676
"1003","State House District 55 (2014), Louisiana","LA","22","22-055",6165,21458,14626,0.6816106
"1004","State House District 61 (2014), Louisiana","LA","22","22-061",14310,17036,2074,0.1217422
"1005","State House District 63 (2014), Louisiana","LA","22","22-063",13891,17842,3484,0.1952696
"1006","State House District 65 (2014), Louisiana","LA","22","22-065",5648,22166,15686,0.7076604
"1007","State House District 66 (2014), Louisiana","LA","22","22-066",5800,22617,15600,0.6897467
"1008","State House District 67 (2014), Louisiana","LA","22","22-067",10613,13506,2251,0.1666667
"1009","State House District 69 (2014), Louisiana","LA","22","22-069",6614,19696,11817,0.5999696
"1010","State House District 70 (2014), Louisiana","LA","22","22-070",7901,18772,9473,0.5046346
"1011","State House District 72 (2014), Louisiana","LA","22","22-072",11501,18404,6502,0.3532928
"1012","State House District 74 (2014), Louisiana","LA","22","22-074",3713,22791,18388,0.8068097
"1013","State House District 75 (2014), Louisiana","LA","22","22-075",5149,15757,10302,0.6538047
"1014","State House District 76 (2014), Louisiana","LA","22","22-076",5939,19979,13155,0.6584414
"1015","State House District 77 (2014), Louisiana","LA","22","22-077",4792,25436,19421,0.7635241
"1016","State House District 78 (2014), Louisiana","LA","22","22-078",5011,21378,15256,0.7136309
"1017","State House District 79 (2014), Louisiana","LA","22","22-079",5489,19486,13110,0.6727907
"1018","State House District 81 (2014), Louisiana","LA","22","22-081",5502,23096,16961,0.7343696
"1019","State House District 82 (2014), Louisiana","LA","22","22-082",7077,23098,14685,0.6357693
"1020","State House District 83 (2014), Louisiana","LA","22","22-083",12319,18787,6047,0.3218715
"1021","State House District 84 (2014), Louisiana","LA","22","22-084",5230,17685,11887,0.6721516
"1022","State House District 85 (2014), Louisiana","LA","22","22-085",8121,16283,7504,0.4608487
"1023","State House District 87 (2014), Louisiana","LA","22","22-087",10270,13886,3298,0.2375054
"1024","State House District 88 (2014), Louisiana","LA","22","22-088",4388,21084,15911,0.7546481
"1025","State House District 89 (2014), Louisiana","LA","22","22-089",4228,22238,16660,0.7491681
"1026","State House District 91 (2014), Louisiana","LA","22","22-091",20926,24343,2317,0.0951814
"1027","State House District 92 (2014), Louisiana","LA","22","22-092",8494,16734,7645,0.4568543
"1028","State House District 93 (2014), Louisiana","LA","22","22-093",17182,20171,2101,0.1041594
"1029","State House District 94 (2014), Louisiana","LA","22","22-094",9343,24158,13023,0.5390761
"1030","State House District 95 (2014), Louisiana","LA","22","22-095",2011,17610,15031,0.8535491
"1031","State House District 97 (2014), Louisiana","LA","22","22-097",20576,23354,1814,0.0776741
"1032","State House District 98 (2014), Louisiana","LA","22","22-098",18195,25093,5270,0.2100187
"1033","State House District 99 (2014), Louisiana","LA","22","22-099",19289,20815,842,0.0404516
"1034","State House District 103 (2014), Louisiana","LA","22","22-103",6682,18733,11374,0.6071638
"1035","State House District 104 (2014), Louisiana","LA","22","22-104",5177,20422,14343,0.7023308
"1036","State House District 105 (2014), Louisiana","LA","22","22-105",8138,18095,9333,0.5157778
"1037","1st Barnstable District (2014), Massachusetts","MA","25","25-060",14308,26374,10629,0.4030105
"1038","2nd Barnstable District (2014), Massachusetts","MA","25","25-061",11341,22138,9597,0.433508
"1039","3rd Barnstable District (2014), Massachusetts","MA","25","25-062",12787,24847,10730,0.4318429
"1040","Barnstable, Dukes & Nantucket District (2014); Massachusetts","MA","25","25-064",18407,27105,7246,0.2673307
"1041","1st Berkshire District (2014), Massachusetts","MA","25","25-065",12026,18560,5366,0.2891164
"1042","2nd Berkshire District (2014), Massachusetts","MA","25","25-066",13548,21577,6232,0.2888261
"1043","3rd Berkshire District (2014), Massachusetts","MA","25","25-067",12927,18515,4405,0.2379152
"1044","4th Berkshire District (2014), Massachusetts","MA","25","25-068",14868,22159,5905,0.2664832
"1045","2nd Bristol District (2014), Massachusetts","MA","25","25-070",9569,18687,7877,0.421523
"1046","3rd Bristol District (2014), Massachusetts","MA","25","25-071",9545,18359,7744,0.4218095
"1047","4th Bristol District (2014), Massachusetts","MA","25","25-072",9911,22158,10973,0.4952162
"1048","5th Bristol District (2014), Massachusetts","MA","25","25-073",10376,21729,10249,0.4716738
"1049","6th Bristol District (2014), Massachusetts","MA","25","25-074",9025,16016,6196,0.3868631
"1050","7th Bristol District (2014), Massachusetts","MA","25","25-075",6998,11637,4095,0.3518948
